shipment_id,order_id,ship_date,expected_delivery_date,actual_delivery_date,carrier,shipping_cost
404,404,2024-01-07,2024-01-13,2024-01-14,Carrier D,45.41
405,405,2024-01-08,2024-01-14,2024-01-14,Carrier C,52.43
406,406,2024-01-07,2024-01-12,2024-01-12,Carrier B,27.25
407,407,2024-01-08,2024-01-12,2024-01-15,Carrier D,14.51
408,408,2024-01-06,2024-01-12,2024-01-12,Carrier C,21.93
409,409,2024-01-07,2024-01-11,2024-01-11,Carrier B,7.93
410,410,2024-01-08,2024-01-10,2024-01-10,Carrier C,40.25
411,411,2024-01-07,2024-01-14,2024-01-14,Carrier A,37.05
412,412,2024-01-06,2024-01-09,2024-01-08,Carrier C,27.6
413,413,2024-01-07,2024-01-13,2024-01-14,Carrier C,14.17
414,414,2024-01-08,2024-01-14,2024-01-14,Carrier D,61.7
415,415,2024-01-06,2024-01-10,2024-01-10,Carrier D,30.48
416,416,2024-01-07,2024-01-10,2024-01-10,Carrier A,23.59
417,417,2024-01-06,2024-01-13,2024-01-16,Carrier A,16.15
418,418,2024-01-06,2024-01-14,2024-01-14,Carrier B,67.04
419,419,2024-01-07,2024-01-11,2024-01-11,Carrier D,71.44
420,420,2024-01-08,2024-01-13,2024-01-12,Carrier A,26.72
421,421,2024-01-07,2024-01-12,2024-01-15,Carrier B,63.81
422,422,2024-01-07,2024-01-10,2024-01-10,Carrier B,64.23
423,423,2024-01-06,2024-01-11,2024-01-13,Carrier C,37.69
424,424,2024-01-07,2024-01-14,2024-01-14,Carrier A,75.69
425,425,2024-01-08,2024-01-13,2024-01-13,Carrier B,65.46
426,426,2024-01-09,2024-01-13,2024-01-13,Carrier D,45.07
427,427,2024-01-09,2024-01-15,2024-01-15,Carrier B,13.12
428,428,2024-01-09,2024-01-10,2024-01-12,Carrier D,83.55
429,429,2024-01-08,2024-01-15,2024-01-13,Carrier D,48.44
430,430,2024-01-08,2024-01-10,2024-01-10,Carrier B,26.72
431,431,2024-01-09,2024-01-14,2024-01-14,Carrier A,31.46
432,432,2024-01-08,2024-01-10,2024-01-10,Carrier C,22.65
433,433,2024-01-07,2024-01-14,2024-01-14,Carrier B,8.29
434,434,2024-01-09,2024-01-11,2024-01-11,Carrier C,9.36
435,435,2024-01-09,2024-01-15,2024-01-22,Carrier D,43.52
436,436,2024-01-08,2024-01-15,2024-01-15,Carrier C,67.94
437,437,2024-01-07,2024-01-10,,Carrier C,37.09
438,438,2024-01-07,2024-01-11,2024-01-16,Carrier D,52.59
439,439,2024-01-07,2024-01-10,2024-01-10,Carrier D,80.29
440,440,2024-01-08,2024-01-15,2024-01-15,Carrier D,16.07
441,441,2024-01-08,2024-01-13,2024-01-12,Carrier D,63.88
442,442,2024-01-09,2024-01-10,2024-01-10,Carrier C,77.84
443,443,2024-01-08,2024-01-10,,Carrier C,19.77
444,444,2024-01-07,2024-01-12,2024-01-12,Carrier A,41.68
445,445,2024-01-08,2024-01-13,2024-01-13,Carrier A,55.59
446,446,2024-01-09,2024-01-10,2024-01-13,Carrier C,35.2
447,447,2024-01-09,2024-01-13,2024-01-13,Carrier C,26.42
448,448,2024-01-07,2024-01-12,,Carrier D,6.87
449,449,2024-01-08,2024-01-13,2024-01-11,Carrier B,79.73
450,450,2024-01-09,2024-01-13,2024-01-13,Carrier B,45.05
451,451,2024-01-09,2024-01-10,2024-01-10,Carrier A,51.01
452,452,2024-01-07,2024-01-10,2024-01-17,Carrier D,34.52
453,453,2024-01-08,2024-01-15,2024-01-15,Carrier C,44.64
454,454,2024-01-09,2024-01-13,2024-01-13,Carrier C,41.98
455,455,2024-01-09,2024-01-13,2024-01-20,Carrier A,18.02
456,456,2024-01-08,2024-01-10,2024-01-08,Carrier A,35.41
457,457,2024-01-08,2024-01-14,2024-01-14,Carrier B,77.92
458,458,2024-01-07,2024-01-12,2024-01-12,Carrier D,50.88
459,459,2024-01-08,2024-01-12,2024-01-12,Carrier C,70.45
460,460,2024-01-08,2024-01-10,2024-01-10,Carrier D,77.63
461,461,2024-01-08,2024-01-11,2024-01-13,Carrier D,35.97
462,462,2024-01-08,2024-01-10,2024-01-10,Carrier A,58.88
463,463,2024-01-08,2024-01-10,2024-01-10,Carrier B,43.15
464,464,2024-01-09,2024-01-10,2024-01-12,Carrier C,70.66
465,465,2024-01-08,2024-01-13,2024-01-14,Carrier C,6.4
466,466,2024-01-08,2024-01-11,2024-01-11,Carrier A,24.41
467,467,2024-01-09,2024-01-15,2024-01-15,Carrier C,24.63
468,468,2024-01-07,2024-01-12,2024-01-13,Carrier B,26.61
469,469,2024-01-07,2024-01-10,2024-01-11,Carrier A,76.66
470,470,2024-01-08,2024-01-13,2024-01-13,Carrier C,44.68
471,471,2024-01-07,2024-01-13,2024-01-13,Carrier B,74.92
472,472,2024-01-08,2024-01-13,2024-01-13,Carrier D,72.66
473,473,2024-01-09,2024-01-15,2024-01-15,Carrier C,44.04
474,474,2024-01-09,2024-01-10,2024-01-10,Carrier C,59.08
475,475,2024-01-08,2024-01-11,2024-01-11,Carrier D,66.13
476,476,2024-01-07,2024-01-14,2024-01-15,Carrier D,42.87
477,477,2024-01-07,2024-01-13,2024-01-12,Carrier D,51.99
478,478,2024-01-07,2024-01-13,2024-01-13,Carrier C,51.44
479,479,2024-01-08,2024-01-15,2024-01-15,Carrier B,29.52
480,480,2024-01-08,2024-01-15,2024-01-15,Carrier D,27.59
481,481,2024-01-08,2024-01-12,2024-01-12,Carrier D,29.84
482,482,2024-01-07,2024-01-15,2024-01-15,Carrier A,36.9
483,483,2024-01-09,2024-01-15,,Carrier D,81.87
484,484,2024-01-09,2024-01-10,2024-01-12,Carrier B,36.9
485,485,2024-01-08,2024-01-12,2024-01-12,Carrier C,32.7
486,486,2024-01-08,2024-01-13,2024-01-13,Carrier A,77.97
487,487,2024-01-08,2024-01-14,2024-01-14,Carrier A,48.67
488,488,2024-01-07,2024-01-15,2024-01-22,Carrier A,52.8
489,489,2024-01-07,2024-01-14,2024-01-14,Carrier D,73.61
490,490,2024-01-07,2024-01-15,2024-01-14,Carrier B,20.5
491,491,2024-01-09,2024-01-16,2024-01-16,Carrier A,15.0
492,492,2024-01-10,2024-01-15,2024-01-15,Carrier B,17.45
493,493,2024-01-08,2024-01-12,2024-01-12,Carrier A,7.34
494,494,2024-01-10,2024-01-16,2024-01-15,Carrier C,8.8
495,495,2024-01-10,2024-01-15,2024-01-15,Carrier C,32.95
496,496,2024-01-08,2024-01-14,2024-01-15,Carrier C,62.43
497,497,2024-01-09,2024-01-11,2024-01-11,Carrier B,82.3
498,498,2024-01-10,2024-01-11,2024-01-18,Carrier A,52.21
499,499,2024-01-10,2024-01-14,2024-01-14,Carrier B,63.75
500,500,2024-01-10,2024-01-11,2024-01-14,Carrier D,44.35
501,501,2024-01-09,2024-01-16,2024-01-16,Carrier A,75.41
502,502,2024-01-10,2024-01-16,2024-01-16,Carrier B,11.07
503,503,2024-01-09,2024-01-13,2024-01-13,Carrier C,67.27
504,504,2024-01-08,2024-01-16,2024-01-16,Carrier C,36.14
505,505,2024-01-09,2024-01-13,2024-01-13,Carrier D,6.91
506,506,2024-01-09,2024-01-12,2024-01-12,Carrier D,16.16
507,507,2024-01-09,2024-01-15,2024-01-17,Carrier D,68.73
508,508,2024-01-10,2024-01-16,2024-01-15,Carrier C,55.39
509,509,2024-01-10,2024-01-12,2024-01-12,Carrier C,28.59
510,510,2024-01-08,2024-01-15,2024-01-15,Carrier B,32.75
511,511,2024-01-10,2024-01-13,2024-01-16,Carrier D,59.46
512,512,2024-01-10,2024-01-11,2024-01-16,Carrier D,33.99
513,513,2024-01-10,2024-01-12,2024-01-13,Carrier B,22.2
514,514,2024-01-08,2024-01-11,2024-01-11,Carrier D,78.48
515,515,2024-01-09,2024-01-14,2024-01-17,Carrier C,29.68
516,516,2024-01-09,2024-01-14,2024-01-13,Carrier B,6.63
517,517,2024-01-09,2024-01-12,2024-01-12,Carrier A,85.0
518,518,2024-01-10,2024-01-14,,Carrier B,56.8
519,519,2024-01-10,2024-01-14,2024-01-15,Carrier D,70.16
520,520,2024-01-08,2024-01-13,,Carrier C,31.29
521,521,2024-01-08,2024-01-15,2024-01-17,Carrier C,30.59
522,522,2024-01-08,2024-01-16,2024-01-16,Carrier D,21.92
523,523,2024-01-09,2024-01-12,2024-01-11,Carrier A,79.37
524,524,2024-01-09,2024-01-11,2024-01-11,Carrier C,72.91
525,525,2024-01-08,2024-01-12,2024-01-12,Carrier D,57.3
526,526,2024-01-09,2024-01-15,2024-01-14,Carrier C,48.62
527,527,2024-01-08,2024-01-16,2024-01-21,Carrier C,26.19
528,528,2024-01-09,2024-01-12,2024-01-12,Carrier D,6.45
529,529,2024-01-09,2024-01-16,,Carrier B,13.3
530,530,2024-01-10,2024-01-11,2024-01-11,Carrier D,74.65
531,531,2024-01-08,2024-01-16,,Carrier A,64.43
532,532,2024-01-10,2024-01-14,2024-01-16,Carrier C,37.01
533,533,2024-01-08,2024-01-15,2024-01-15,Carrier B,70.55
534,534,2024-01-10,2024-01-13,2024-01-14,Carrier C,5.18
535,535,2024-01-08,2024-01-15,2024-01-15,Carrier A,66.81
536,536,2024-01-09,2024-01-16,2024-01-21,Carrier C,5.09
537,537,2024-01-08,2024-01-11,2024-01-11,Carrier D,30.54
538,538,2024-01-10,2024-01-16,2024-01-16,Carrier C,72.21
539,539,2024-01-08,2024-01-14,2024-01-14,Carrier A,74.16
540,540,2024-01-10,2024-01-12,2024-01-17,Carrier A,70.18
541,541,2024-01-09,2024-01-11,2024-01-11,Carrier A,34.31
542,542,2024-01-10,2024-01-13,2024-01-13,Carrier C,17.94
543,543,2024-01-10,2024-01-11,2024-01-11,Carrier C,54.34
544,544,2024-01-08,2024-01-16,,Carrier A,72.19
545,545,2024-01-09,2024-01-14,,Carrier C,16.8
546,546,2024-01-08,2024-01-12,2024-01-19,Carrier B,46.05
547,547,2024-01-08,2024-01-11,2024-01-12,Carrier A,55.39
548,548,2024-01-10,2024-01-14,2024-01-14,Carrier B,71.75
549,549,2024-01-09,2024-01-13,,Carrier A,62.1
550,550,2024-01-08,2024-01-15,2024-01-15,Carrier C,25.78
551,551,2024-01-08,2024-01-14,2024-01-14,Carrier C,67.95
552,552,2024-01-09,2024-01-14,2024-01-14,Carrier D,53.35
553,553,2024-01-08,2024-01-15,2024-01-15,Carrier D,73.36
554,554,2024-01-08,2024-01-15,2024-01-15,Carrier D,42.0
555,555,2024-01-10,2024-01-12,2024-01-10,Carrier C,28.76
556,556,2024-01-09,2024-01-12,2024-01-11,Carrier C,21.58
557,557,2024-01-10,2024-01-11,2024-01-11,Carrier C,62.06
558,558,2024-01-09,2024-01-12,2024-01-12,Carrier B,10.49
559,559,2024-01-09,2024-01-14,2024-01-13,Carrier D,16.27
560,560,2024-01-09,2024-01-15,2024-01-15,Carrier A,25.98
561,561,2024-01-09,2024-01-13,2024-01-13,Carrier B,57.12
562,562,2024-01-10,2024-01-15,2024-01-22,Carrier B,14.16
563,563,2024-01-08,2024-01-12,2024-01-12,Carrier D,12.13
564,564,2024-01-08,2024-01-15,2024-01-15,Carrier B,61.18
565,565,2024-01-09,2024-01-12,,Carrier B,59.79
566,566,2024-01-08,2024-01-12,2024-01-12,Carrier B,5.55
567,567,2024-01-08,2024-01-16,2024-01-19,Carrier C,64.01
568,568,2024-01-08,2024-01-13,2024-01-13,Carrier B,70.68
569,569,2024-01-10,2024-01-13,2024-01-13,Carrier B,38.73
570,570,2024-01-10,2024-01-15,2024-01-22,Carrier A,14.4
571,571,2024-01-10,2024-01-14,2024-01-14,Carrier A,10.76
572,572,2024-01-09,2024-01-12,,Carrier D,73.09
573,573,2024-01-10,2024-01-16,2024-01-16,Carrier D,26.66
574,574,2024-01-10,2024-01-17,2024-01-17,Carrier D,45.5
575,575,2024-01-11,2024-01-13,2024-01-14,Carrier A,29.72
576,576,2024-01-10,2024-01-17,2024-01-18,Carrier B,34.86
577,577,2024-01-10,2024-01-14,2024-01-14,Carrier A,45.58
578,578,2024-01-09,2024-01-12,2024-01-12,Carrier C,11.05
579,579,2024-01-09,2024-01-17,2024-01-17,Carrier A,16.87
580,580,2024-01-11,2024-01-17,2024-01-17,Carrier D,16.44
581,581,2024-01-11,2024-01-17,2024-01-17,Carrier D,48.72
582,582,2024-01-10,2024-01-13,2024-01-20,Carrier A,53.84
583,583,2024-01-10,2024-01-15,2024-01-13,Carrier B,32.84
584,584,2024-01-11,2024-01-17,,Carrier A,32.57
585,585,2024-01-09,2024-01-14,2024-01-14,Carrier A,32.2
586,586,2024-01-09,2024-01-13,2024-01-13,Carrier C,45.37
587,587,2024-01-09,2024-01-15,2024-01-17,Carrier D,23.45
588,588,2024-01-09,2024-01-16,2024-01-16,Carrier B,73.76
589,589,2024-01-09,2024-01-13,2024-01-13,Carrier D,40.34
590,590,2024-01-10,2024-01-13,2024-01-13,Carrier B,33.48
591,591,2024-01-09,2024-01-15,,Carrier C,80.2
592,592,2024-01-11,2024-01-16,2024-01-14,Carrier C,32.46
593,593,2024-01-09,2024-01-13,2024-01-15,Carrier C,29.61
594,594,2024-01-10,2024-01-15,2024-01-15,Carrier C,49.42
595,595,2024-01-09,2024-01-17,,Carrier D,27.45
596,596,2024-01-10,2024-01-13,2024-01-13,Carrier A,13.63
597,597,2024-01-11,2024-01-12,2024-01-12,Carrier A,30.87
598,598,2024-01-10,2024-01-16,2024-01-16,Carrier D,19.23
599,599,2024-01-10,2024-01-15,,Carrier B,52.62
600,600,2024-01-11,2024-01-15,2024-01-15,Carrier A,28.69
601,601,2024-01-09,2024-01-12,2024-01-12,Carrier B,33.41
602,602,2024-01-09,2024-01-15,2024-01-22,Carrier B,18.88
603,603,2024-01-10,2024-01-13,2024-01-13,Carrier D,77.13
604,604,2024-01-10,2024-01-13,2024-01-18,Carrier A,27.39
605,605,2024-01-09,2024-01-14,2024-01-14,Carrier C,41.42
606,606,2024-01-11,2024-01-17,2024-01-17,Carrier D,55.95
607,607,2024-01-09,2024-01-15,2024-01-15,Carrier C,56.1
608,608,2024-01-11,2024-01-17,2024-01-15,Carrier B,45.84
609,609,2024-01-09,2024-01-15,2024-01-14,Carrier A,62.63
610,610,2024-01-10,2024-01-13,,Carrier D,19.15
611,611,2024-01-09,2024-01-17,2024-01-17,Carrier B,59.65
612,612,2024-01-10,2024-01-13,2024-01-13,Carrier A,11.99
613,613,2024-01-11,2024-01-12,2024-01-12,Carrier B,32.92
614,614,2024-01-10,2024-01-16,2024-01-16,Carrier C,62.1
615,615,2024-01-09,2024-01-14,2024-01-14,Carrier D,22.81
616,616,2024-01-10,2024-01-14,2024-01-14,Carrier C,23.07
617,617,2024-01-09,2024-01-15,2024-01-15,Carrier D,68.5
618,618,2024-01-11,2024-01-14,2024-01-12,Carrier B,80.57
619,619,2024-01-11,2024-01-13,2024-01-13,Carrier B,47.05
620,620,2024-01-09,2024-01-14,2024-01-14,Carrier C,61.96
621,621,2024-01-11,2024-01-14,2024-01-19,Carrier D,60.1
622,622,2024-01-09,2024-01-15,2024-01-15,Carrier B,18.49
623,623,2024-01-10,2024-01-15,2024-01-14,Carrier B,53.1
624,624,2024-01-11,2024-01-12,2024-01-12,Carrier B,15.78
625,625,2024-01-11,2024-01-17,2024-01-24,Carrier B,25.49
626,626,2024-01-09,2024-01-17,2024-01-20,Carrier D,68.51
627,627,2024-01-10,2024-01-15,2024-01-15,Carrier A,76.11
628,628,2024-01-11,2024-01-17,,Carrier B,32.07
629,629,2024-01-10,2024-01-13,2024-01-14,Carrier B,34.45
630,630,2024-01-10,2024-01-12,2024-01-12,Carrier A,39.71
631,631,2024-01-10,2024-01-14,2024-01-14,Carrier A,55.29
632,632,2024-01-10,2024-01-18,2024-01-23,Carrier D,26.63
633,633,2024-01-11,2024-01-15,2024-01-16,Carrier C,71.55
634,634,2024-01-10,2024-01-14,2024-01-15,Carrier D,37.42
635,635,2024-01-12,2024-01-18,2024-01-18,Carrier D,16.34
636,636,2024-01-12,2024-01-17,2024-01-17,Carrier A,15.11
637,637,2024-01-11,2024-01-14,,Carrier B,22.6
638,638,2024-01-12,2024-01-17,2024-01-17,Carrier C,64.38
639,639,2024-01-10,2024-01-17,2024-01-20,Carrier D,61.74
640,640,2024-01-11,2024-01-15,2024-01-17,Carrier D,47.13
641,641,2024-01-12,2024-01-14,2024-01-15,Carrier A,77.99
642,642,2024-01-12,2024-01-16,2024-01-16,Carrier A,47.06
643,643,2024-01-10,2024-01-13,2024-01-13,Carrier D,43.18
644,644,2024-01-10,2024-01-15,2024-01-18,Carrier B,11.58
645,645,2024-01-12,2024-01-18,2024-01-23,Carrier A,15.74
646,646,2024-01-10,2024-01-15,2024-01-15,Carrier B,78.59
647,647,2024-01-11,2024-01-15,2024-01-15,Carrier A,37.56
648,648,2024-01-11,2024-01-13,2024-01-13,Carrier C,9.14
649,649,2024-01-10,2024-01-17,2024-01-17,Carrier B,21.16
650,650,2024-01-10,2024-01-18,2024-01-18,Carrier D,58.98
651,651,2024-01-11,2024-01-14,2024-01-14,Carrier D,80.56
652,652,2024-01-10,2024-01-13,2024-01-13,Carrier D,20.03
653,653,2024-01-10,2024-01-18,2024-01-18,Carrier D,35.81
654,654,2024-01-12,2024-01-16,2024-01-16,Carrier C,5.79
655,655,2024-01-12,2024-01-14,2024-01-14,Carrier B,18.3
656,656,2024-01-11,2024-01-17,2024-01-17,Carrier D,80.0
657,657,2024-01-12,2024-01-17,2024-01-17,Carrier B,67.26
658,658,2024-01-10,2024-01-14,2024-01-14,Carrier C,79.14
659,659,2024-01-12,2024-01-15,2024-01-15,Carrier B,36.33
660,660,2024-01-12,2024-01-13,2024-01-14,Carrier A,52.98
661,661,2024-01-12,2024-01-13,,Carrier C,57.38
662,662,2024-01-12,2024-01-15,2024-01-14,Carrier C,57.05
663,663,2024-01-10,2024-01-16,,Carrier A,79.98
664,664,2024-01-10,2024-01-13,2024-01-13,Carrier A,13.15
665,665,2024-01-12,2024-01-14,2024-01-19,Carrier C,41.95
666,666,2024-01-11,2024-01-16,2024-01-15,Carrier D,20.7
667,667,2024-01-11,2024-01-13,2024-01-15,Carrier C,32.2
668,668,2024-01-12,2024-01-15,2024-01-15,Carrier D,82.1
669,669,2024-01-10,2024-01-18,2024-01-18,Carrier D,24.15
670,670,2024-01-11,2024-01-13,2024-01-13,Carrier A,62.97
671,671,2024-01-10,2024-01-16,2024-01-16,Carrier C,79.6
672,672,2024-01-11,2024-01-14,2024-01-14,Carrier C,68.45
673,673,2024-01-12,2024-01-18,,Carrier D,18.94
674,674,2024-01-10,2024-01-17,2024-01-17,Carrier D,62.02
675,675,2024-01-12,2024-01-18,,Carrier D,52.6
676,676,2024-01-12,2024-01-14,2024-01-14,Carrier D,29.9
677,677,2024-01-11,2024-01-16,2024-01-19,Carrier B,13.58
678,678,2024-01-10,2024-01-17,2024-01-17,Carrier B,48.22
679,679,2024-01-10,2024-01-13,2024-01-13,Carrier D,69.82
680,680,2024-01-12,2024-01-16,2024-01-21,Carrier D,45.36
681,681,2024-01-10,2024-01-18,2024-01-18,Carrier A,46.91
682,682,2024-01-10,2024-01-18,,Carrier B,62.0
683,683,2024-01-10,2024-01-15,2024-01-15,Carrier A,14.05
684,684,2024-01-11,2024-01-15,2024-01-18,Carrier C,34.5
685,685,2024-01-12,2024-01-15,2024-01-14,Carrier C,44.37
686,686,2024-01-10,2024-01-15,2024-01-15,Carrier C,50.88
687,687,2024-01-12,2024-01-14,2024-01-16,Carrier C,45.97
688,688,2024-01-11,2024-01-13,2024-01-13,Carrier B,70.54
689,689,2024-01-11,2024-01-16,,Carrier C,39.79
690,690,2024-01-10,2024-01-14,2024-01-14,Carrier B,18.81
691,691,2024-01-12,2024-01-16,2024-01-16,Carrier B,37.91
692,692,2024-01-11,2024-01-15,2024-01-15,Carrier D,5.75
693,693,2024-01-11,2024-01-13,,Carrier D,78.53
694,694,2024-01-11,2024-01-18,2024-01-17,Carrier D,78.44
695,695,2024-01-11,2024-01-16,2024-01-17,Carrier C,64.3
696,696,2024-01-12,2024-01-17,2024-01-20,Carrier D,7.97
697,697,2024-01-13,2024-01-17,2024-01-17,Carrier A,79.88
698,698,2024-01-12,2024-01-16,2024-01-16,Carrier D,71.56
699,699,2024-01-12,2024-01-16,,Carrier B,13.76
700,700,2024-01-13,2024-01-14,2024-01-15,Carrier C,47.45
701,701,2024-01-12,2024-01-16,2024-01-15,Carrier A,77.76
702,702,2024-01-13,2024-01-17,2024-01-19,Carrier C,78.59
703,703,2024-01-11,2024-01-18,2024-01-18,Carrier D,44.19
704,704,2024-01-12,2024-01-19,2024-01-26,Carrier A,35.26
705,705,2024-01-11,2024-01-18,2024-01-18,Carrier C,62.34
706,706,2024-01-11,2024-01-16,,Carrier B,82.18
707,707,2024-01-13,2024-01-19,2024-01-21,Carrier D,71.22
708,708,2024-01-12,2024-01-18,2024-01-18,Carrier B,41.86
709,709,2024-01-13,2024-01-14,2024-01-14,Carrier D,32.3
710,710,2024-01-13,2024-01-16,,Carrier D,84.0
711,711,2024-01-12,2024-01-15,2024-01-16,Carrier C,54.16
712,712,2024-01-11,2024-01-17,2024-01-17,Carrier C,61.4
713,713,2024-01-12,2024-01-14,2024-01-14,Carrier C,71.31
714,714,2024-01-11,2024-01-18,2024-01-18,Carrier A,40.68
715,715,2024-01-13,2024-01-17,2024-01-17,Carrier C,78.31
716,716,2024-01-13,2024-01-17,2024-01-20,Carrier D,79.37
717,717,2024-01-13,2024-01-19,2024-01-21,Carrier B,18.09
718,718,2024-01-11,2024-01-17,2024-01-17,Carrier B,39.53
719,719,2024-01-12,2024-01-16,2024-01-15,Carrier C,51.74
720,720,2024-01-13,2024-01-14,2024-01-15,Carrier B,24.57
721,721,2024-01-12,2024-01-17,2024-01-17,Carrier C,17.7
722,722,2024-01-12,2024-01-18,2024-01-18,Carrier B,29.16
723,723,2024-01-11,2024-01-19,2024-01-19,Carrier C,20.86
724,724,2024-01-11,2024-01-19,2024-01-17,Carrier C,54.18
725,725,2024-01-13,2024-01-17,2024-01-17,Carrier C,25.86
726,726,2024-01-11,2024-01-18,2024-01-18,Carrier C,82.67
727,727,2024-01-11,2024-01-17,2024-01-18,Carrier A,57.58
728,728,2024-01-11,2024-01-14,2024-01-14,Carrier A,65.54
729,729,2024-01-11,2024-01-16,2024-01-16,Carrier C,23.95
730,730,2024-01-11,2024-01-17,2024-01-17,Carrier B,22.16
731,731,2024-01-12,2024-01-19,2024-01-19,Carrier A,78.32
732,732,2024-01-11,2024-01-15,2024-01-15,Carrier B,33.36
733,733,2024-01-13,2024-01-19,2024-01-19,Carrier D,20.25
734,734,2024-01-11,2024-01-14,2024-01-14,Carrier B,53.51
735,735,2024-01-13,2024-01-19,2024-01-19,Carrier C,29.26
736,736,2024-01-11,2024-01-18,2024-01-18,Carrier B,23.17
737,737,2024-01-12,2024-01-18,2024-01-19,Carrier B,6.67
738,738,2024-01-12,2024-01-14,2024-01-16,Carrier C,28.29
739,739,2024-01-13,2024-01-15,2024-01-15,Carrier A,11.88
740,740,2024-01-13,2024-01-15,2024-01-15,Carrier A,39.56
741,741,2024-01-11,2024-01-17,2024-01-17,Carrier A,41.43
742,742,2024-01-12,2024-01-16,2024-01-16,Carrier B,28.57
743,743,2024-01-12,2024-01-15,2024-01-20,Carrier B,29.1
744,744,2024-01-12,2024-01-19,2024-01-19,Carrier B,80.12
745,745,2024-01-13,2024-01-18,2024-01-25,Carrier A,27.14
746,746,2024-01-13,2024-01-15,2024-01-15,Carrier B,55.95
747,747,2024-01-11,2024-01-19,2024-01-19,Carrier C,78.34
748,748,2024-01-11,2024-01-15,2024-01-14,Carrier A,36.24
749,749,2024-01-12,2024-01-15,,Carrier C,69.76
750,750,2024-01-12,2024-01-14,2024-01-15,Carrier A,36.53
751,751,2024-01-12,2024-01-14,2024-01-14,Carrier A,25.6
752,752,2024-01-11,2024-01-16,2024-01-16,Carrier D,59.28
753,753,2024-01-12,2024-01-14,2024-01-12,Carrier C,60.45
754,754,2024-01-13,2024-01-16,2024-01-16,Carrier C,76.86
755,755,2024-01-11,2024-01-18,2024-01-18,Carrier D,34.1
756,756,2024-01-11,2024-01-14,2024-01-12,Carrier D,6.44
757,757,2024-01-11,2024-01-16,2024-01-16,Carrier D,40.57
758,758,2024-01-13,2024-01-14,2024-01-21,Carrier B,7.85
759,759,2024-01-12,2024-01-16,2024-01-23,Carrier A,55.63
760,760,2024-01-12,2024-01-15,2024-01-15,Carrier B,44.43
761,761,2024-01-12,2024-01-17,,Carrier B,39.17
762,762,2024-01-12,2024-01-19,2024-01-22,Carrier B,40.22
763,763,2024-01-13,2024-01-17,2024-01-16,Carrier C,5.73
764,764,2024-01-13,2024-01-14,2024-01-14,Carrier A,53.28
765,765,2024-01-11,2024-01-14,2024-01-14,Carrier A,27.06
766,766,2024-01-12,2024-01-17,,Carrier B,19.43
767,767,2024-01-12,2024-01-15,2024-01-15,Carrier B,40.24
768,768,2024-01-12,2024-01-19,2024-01-22,Carrier D,28.0
769,769,2024-01-12,2024-01-17,2024-01-18,Carrier A,66.2
770,770,2024-01-13,2024-01-18,2024-01-18,Carrier B,33.17
771,771,2024-01-11,2024-01-15,2024-01-15,Carrier C,66.07
772,772,2024-01-11,2024-01-19,2024-01-19,Carrier C,48.92
773,773,2024-01-12,2024-01-16,2024-01-16,Carrier B,15.02
774,774,2024-01-12,2024-01-17,2024-01-17,Carrier A,73.12
775,775,2024-01-13,2024-01-16,2024-01-17,Carrier A,39.65
776,776,2024-01-12,2024-01-17,2024-01-19,Carrier B,41.07
777,777,2024-01-12,2024-01-19,2024-01-20,Carrier B,56.38
778,778,2024-01-12,2024-01-15,2024-01-16,Carrier C,74.98
779,779,2024-01-13,2024-01-20,2024-01-20,Carrier A,83.28
780,780,2024-01-13,2024-01-16,2024-01-16,Carrier D,55.98
781,781,2024-01-12,2024-01-16,2024-01-16,Carrier A,69.31
782,782,2024-01-12,2024-01-20,2024-01-23,Carrier C,41.92
783,783,2024-01-13,2024-01-19,2024-01-19,Carrier D,11.33
784,784,2024-01-13,2024-01-17,2024-01-17,Carrier C,82.17
785,785,2024-01-12,2024-01-19,2024-01-19,Carrier C,23.1
786,786,2024-01-14,2024-01-15,2024-01-15,Carrier A,31.77
787,787,2024-01-13,2024-01-20,2024-01-22,Carrier A,69.66
788,788,2024-01-13,2024-01-17,2024-01-17,Carrier B,70.73
789,789,2024-01-14,2024-01-20,2024-01-20,Carrier C,72.22
790,790,2024-01-14,2024-01-15,2024-01-15,Carrier A,51.32
791,791,2024-01-12,2024-01-15,2024-01-22,Carrier D,18.29
792,792,2024-01-14,2024-01-17,2024-01-17,Carrier C,64.35
793,793,2024-01-14,2024-01-18,2024-01-21,Carrier C,49.38
794,794,2024-01-12,2024-01-17,2024-01-17,Carrier A,26.39
795,795,2024-01-12,2024-01-15,,Carrier D,43.62
796,796,2024-01-14,2024-01-15,2024-01-15,Carrier D,21.19
797,797,2024-01-14,2024-01-15,2024-01-14,Carrier B,55.67
798,798,2024-01-13,2024-01-15,2024-01-20,Carrier B,44.69
799,799,2024-01-13,2024-01-19,2024-01-19,Carrier C,46.73
800,800,2024-01-12,2024-01-19,,Carrier D,44.99
801,801,2024-01-12,2024-01-18,2024-01-16,Carrier C,78.33
802,802,2024-01-14,2024-01-17,2024-01-17,Carrier D,15.77
803,803,2024-01-12,2024-01-20,2024-01-19,Carrier B,22.22
804,804,2024-01-14,2024-01-20,2024-01-20,Carrier C,20.39
805,805,2024-01-14,2024-01-18,2024-01-18,Carrier B,69.55
806,806,2024-01-12,2024-01-15,2024-01-16,Carrier A,77.71
807,807,2024-01-14,2024-01-15,2024-01-16,Carrier C,54.05
